CODIGO_DA_IES;NOME_DA_IES;SIGLA;CATEGORIA_DA_IES;COMUNITARIA;CONFESSIONAL;FILANTROPICA;ORGANIZACAO_ACADEMICA;CODIGO_MUNICIPIO_IBGE;MUNICIPIO;UF;SITUACAO_IES
1692;ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE PORTO FERREIRA - ESPF;ESPF;Privada;N;N;N;Faculdade;;;;Extinta
2551;Faculdade Uninassau Aliança - Redenção - Nassau Aliança;Nassau Aliança;Privada;N;N;N;Faculdade;;;;Em atividade
2813;INSTITUTO SUPERIOR DE EDUCAÇÃO CAPIMGROSSENSE - ISEC;ISEC;Privada;N;N;N;Faculdade;;;;Extinta
268;FACULDADE DE DIREITO DA ALTA PAULISTA - FADAP;FADAP;Privada;N;N;N;Faculdade;;;;Extinta
19333;FACULDADE UNINASSAU FORTALEZA - PARANGABA;;Privada;N;N;N;Faculdade;;;;Extinta
22170;Faculdade de Ciências Jurídicas de Mogi Guaçu;;Privada;N;N;N;Faculdade;;;;Extinta
22135;Faculdade de Ciências Jurídicas de Irecê;;Privada;N;N;N;Faculdade;;;;Extinta
5222;ESCOLA AGROTÉCNICA FEDERAL DE SOUSA;;Pública;N;N;N;Instituto Federal de Educação, Ciência e Tecnologia;;;;Extinta
26575;Fundação Escola de Governo ENA - ENA;ENA;Pública;N;N;N;Escola de Governo;;;;Ativa
397;FACULDADE RUY BARBOSA DE TECNOLOGIA EM PROCESSAMENTO DE DADOS - FRBTPD;FRBTPD;Privada;N;N;N;Faculdade;;;;Extinta
1114;FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS RIO BRANCO - FIRB - FIRB;FIRB;Privada;N;N;N;Faculdade;;;;Extinta
21816;FACULDADE UNINTA;;Privada;N;S;N;Faculdade;;;;Extinta
18716;FACULDADE DE INOVAÇÃO TECNOLÓGICA DE LONDRINA - FAC-CESUMAR;FAC-CESUMAR;Privada;N;N;N;Faculdade;;;;Extinta
4253;ESCOLA AGROTÉCNICA FEDERAL DE CONCÓRDIA - EAFC;EAFC;Pública;N;N;N;Faculdade;;;;Extinta
28988;Faculdade de Tecnologia de Votorantim - FATEC-VOT;FATEC-VOT;Pública;N;N;N;Faculdade;;;;Ativa
21800;Escola Superior da Magistratura Tocantinense - ESMAT;ESMAT;Pública;N;N;N;Escola de Governo;;;;Ativa
3367;INSTITUTO SUPERIOR DE EDUCAÇÃO DE OLIVEIRA - ISEOL;ISEOL;Privada;N;N;N;Faculdade;;;;Extinta
19733;FACULDADE RENOVAÇÃO DE PONTA GROSSA - RENOVAÇÃO;RENOVAÇÃO;Privada;N;N;N;Faculdade;;;;Extinta
21438;Faculdade Wyden São Paulo - Wyden SP;Wyden SP;Privada;N;N;N;Faculdade;;;;Extinta
3310;FACULDADE DE TECNOLOGIA DA AMAZÔNIA - FAZ;FAZ;Privada;N;N;N;Faculdade;;;;Extinta
1662;Faculdade Doctum de Administração e Educação de Vitória - DOCTUM;DOCTUM;Privada;N;N;N;Faculdade;;;;Extinta
292;FACULDADE DE CIÊNCIAS DA SAÚDE DE JOINVILLE - FCSJ;FCSJ;Privada;N;N;N;Faculdade;;;;Extinta
18714;FACULDADE DE INOVAÇÃO TECNOLÓGICA DE PONTA GROSSA - FAC-CESUMAR;FAC-CESUMAR;Privada;N;N;N;Faculdade;;;;Extinta
4379;UNIVERSIDADE ESTADUAL DO PIAUÍ;;Pública;N;N;N;Universidade;;;;Extinta
3484;FACULDADE DE CIÊNCIAS GERENCIAIS - FACIG;FACIG;Privada;N;N;N;Faculdade;;;;Extinta
3483;INSTITUTO SUPERIOR DE EDUCAÇÃO DE CLÁUDIO - ISEC;ISEC;Pública;N;N;N;Faculdade;;;;Extinta
5769;Faculdade de Tecnologia de Jales;;Pública;N;N;N;Faculdade de Tecnologia;;;;Extinta
19375;FACULDADES INTEGRADAS CESUMAR - CESUMAR;CESUMAR;Privada;N;N;N;Faculdade;;;;Extinta
1707;FACULDADE DE CIÊNCIAS CONTÁBEIS DE RECIFE - FACCOR;FACCOR;Privada;N;N;N;Faculdade;;;;Extinta
11751;Faculdade Pitágoras de Tecnologia de Betim - PIT Betim;PIT Betim;Privada;N;N;N;Faculdade;;;;Extinta
1802;FACULDADE DE CIÊNCIAS DA SAÚDE - FASU;FASU;Privada;N;N;N;Faculdade;;;;Extinta
3459;INSTITUTO DE ENSINO SUPERIOR E PESQUISA - INESP;INESP;Pública;N;N;N;Faculdade;;;;Extinta
16508;IPE INSTITUTO DE PESQUISAS ECOLOGICAS - IPE;IPE;Privada;N;N;N;Instituição Especialmente Credenciada para oferta de cursos lato sensu;;;;Ativa
21421;FACULDADE UNINABUCO SALVADOR - NABUCO SALVADOR;NABUCO SALVADOR;Privada;N;N;N;Faculdade;;;;Extinta
2640;Faculdade Doctum de Saúde da Serra - DOCTUM;DOCTUM;Privada;N;N;N;Faculdade;;;;Extinta
3482;INSTITUTO SUPERIOR DE EDUCAÇÃO DE DIVINÓPOLIS - ISED;ISED;Pública;N;N;N;Faculdade;;;;Extinta
22129;Faculdade de Ciências Jurídicas de Juiz de Fora;;Privada;N;N;N;Faculdade;;;;Extinta
22126;Faculdade de Ciências Jurídicas de Marabá;;Privada;N;N;N;Faculdade;;;;Extinta
2206;FACULDADE FAE SÃO JOSÉ DOS PINHAIS;;Privada;N;N;N;Faculdade;;;;Extinta
3159;FACULDADE DE TECNOLOGIA SENAI FLORIANÓPOLIS - SENAI -SC - CTAI;SENAI -SC - CTAI;Privada;N;N;N;Faculdade;;;;Extinta
2557;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE PENEDO - FCSAP;FCSAP;Privada;N;N;N;Faculdade;;;;Extinta
22216;FACULDADE UNIVERITAS UNIVERSUS VERITAS DE OSASCO - UNIVERITAS OSA;UNIVERITAS OSA;Privada;N;N;N;Faculdade;;;;Extinta
2974;FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DE PRIMAVERA DO LESTE;;Privada;N;N;N;Faculdade;;;;Extinta
14463;Faculdade Vitória em Cristo - FVC;FVC;Privada;N;N;N;Faculdade;;;;Em Atividade
1093;FACULDADE DE CIÊNCIAS JURÍDICAS E GERENCIAIS DE GARÇA - FAEG;FAEG;Privada;N;N;N;Faculdade;;;;Extinta
2505;FACULDADE DE ARTE E DESIGN - FAD;FAD;Privada;N;N;N;Faculdade;;;;Extinta
9500;Faculdade de Tecnologia de São Carlos;;Pública;N;N;N;Faculdade de Tecnologia;;;;Extinta
20612;FACULDADE MAURÍCIO DE NASSAU DE BELO HORIZONTE - FMN BH;FMN BH;Privada;N;N;N;Faculdade;;;;Extinta
2479;FACULDADE LATINO AMERICANA - FLA;FLA;Privada;N;N;N;Faculdade;;;;Extinta
1289;FACULDADE DE DIREITO DA FUNDAÇÃO ARMANDO ALVARES PENTEADO - FAD-FAAP;FAD-FAAP;Privada;N;N;N;Faculdade;;;;Extinta
22131;CENTRO DE ENSINO SUPERIOR DO TOCANTINS;;Privada;N;N;N;Faculdade;;;;Extinta
26777;ACADEMIA DA FORÇA AÉREA - AFA;AFA;Pública;N;N;N;Faculdade;;;;Ativa
25413;Escola Superior de Advocacia Pública - ESAP/PGE-RJ;ESAP/PGE-RJ;Pública;N;N;N;Escola de Governo;;;;Ativa
1793;FACULDADE DE CIÊNCIAS EXATAS E TECNOLÓGICAS DE UNIÃO DA VITÓRIA;;Privada;N;N;N;Faculdade;;;;Extinta
28984;Escola de Saúde e Formação Complementar do Exército - ESFCEx;ESFCEx;Pública;N;N;N;Faculdade;;;;Ativa
5201;FACULDADE DE TECNOLOGIA INED - UNIDADE BARREIRO - -;-;Privada;N;N;N;Faculdade;;;;Extinta
17516;Faculdade de Tecnologia do SENAI Horácio Augusto da Silveira;;Privada;N;N;N;Faculdade;;;;Extinta
1582;FACULDADE UNINABUCO JANGA;;Privada;N;N;N;Faculdade;;;;Extinta
18209;FACULDADE UNINASSAU JABOATÃO;;Privada;N;N;N;Faculdade;;;;Extinta
19049;FACULDADE INTEGRADA DE VILA VELHA - MULTIVIX VILA V;MULTIVIX VILA V;Privada;N;N;N;Faculdade;;;;Extinta
4069;FACULDADE HORIZONTES - FH;FH;Privada;N;N;N;Faculdade;;;;Extinta
28536;Instituto de Educação Roberto Bernardes Barroso - IERBB;IERBB;Pública;N;N;N;Escola de Governo;;;;Ativa
839;FACULDADE VITORIANA DE CIÊNCIAS CONTÁBEIS - FVCC;FVCC;Privada;N;N;N;Faculdade;;;;Extinta
16862;FACULDADE DE CIÊNCIAS DA SAÚDE DE ARIQUEMES - FACISA;FACISA;Privada;N;N;N;Faculdade;;;;Em atividade
22146;Faculdade de Ciências Jurídicas de Jaú;;Privada;N;N;N;Faculdade;;;;Extinta
26235;INSTITUTO BRASILEIRO DE DIREITO TRIBUTÁRIO - IBDT;IBDT;Privada;N;N;N;Instituição Especialmente Credenciada para oferta de cursos lato sensu;;;;Ativa
8049;Faculdade de Tecnologia de Taubaté;;Pública;N;N;N;Faculdade de Tecnologia;;;;Extinta
4634;ESCOLA AGROTÉCNICA FEDERAL DE ALEGRE - EAFA;EAFA;Pública;N;N;N;Faculdade;;;;Extinta
27076;Escola de Saúde Pública do Estado de Minas Gerais - ESP MG;ESP MG;Pública;N;N;N;Escola de Governo;;;;Ativa
22212;FACULDADE UNAMA DE PARAUAPEBAS - UNAMA PEBAS;UNAMA PEBAS;Privada;N;N;N;Faculdade;;;;Extinta
9864;Faculdade de Tecnologia de Itapira;;Pública;N;N;N;Faculdade;;;;Extinta
3147;FACULDADE DE DIREITO DE PORTO ALEGRE - FADIPA;FADIPA;Privada;N;N;N;Faculdade;;;;Extinta
22149;Faculdade de Ciências Jurídicas de Franca;;Privada;N;N;N;Faculdade;;;;Extinta
3465;FACULDADE DE INFORMÁTICA DE PASSOS - FIP;FIP;Pública;N;N;N;Faculdade;;;;Extinta
14236;FACULDADE DE CIÊNCIAS GERENCIAIS - FACIG;FACIG;Pública;N;N;N;Faculdade;;;;Extinta
21992;Faculdade Guairacá de Prudentópolis - FGP;FGP;Privada;N;N;N;Faculdade;;;;Extinta
1887;Faculdade Doctum de Direito da Serra - DOCTUM;DOCTUM;Privada;N;N;N;Faculdade;;;;Extinta
6512;Faculdade de Tecnologia de Indaiatuba;;Pública;N;N;N;Faculdade de Tecnologia;;;;Extinta
21213;Faculdade FAE Araucária - FAE;FAE;Privada;N;N;N;Faculdade;;;;Extinta
2168;FACULDADE CAMPO GRANDE - FCG;FCG;Privada;N;N;N;Faculdade;;;;Extinta
3463;FACULDADE DE DIREITO DE PASSOS - FADIPA;FADIPA;Pública;N;N;N;Faculdade;;;;Extinta
3760;Faculdade Itaboraí;;Privada;N;N;N;Faculdade;;;;Extinta
2118;INSTITUTO DE EDUCAÇÃO SUPERIOR GUAIANÁS - IESG;IESG;Privada;N;N;N;Faculdade;;;;Extinta
26778;INSTITUTO BENJAMIN CONSTANT - IBC;IBC;Pública;N;N;N;Instituição Especialmente Credenciada para oferta de cursos lato sensu;;;;Ativa
17622;Faculdade Uninassau Fortaleza Savanah - Nassau Savanah;Nassau Savanah;Privada;N;N;N;Faculdade;;;;Extinta
27068;Hospital Militar da Área de Recife - HMAR;HMAR;Pública;N;N;N;Instituição Especialmente Credenciada para oferta de cursos lato sensu;;;;Ativa
3478;FACULDADE DE CIÊNCIAS EXATAS E HUMANAS DA CAMPANHA - FCCP;FCCP;Pública;N;N;N;Faculdade;;;;Extinta
1437;ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE RIO CLARO - ESRC;ESRC;Privada;N;N;N;Faculdade;;;;Extinta
18764;Escola Superior de Adm., Marketing e Com. de Perdizes - ESAMC PERDIZES;ESAMC PERDIZES;Privada;N;N;N;Faculdade;;;;Extinta
4631;FACULDADE ANGLO-AMERICANO DE JOÃO PESSOA - FAAJP;FAAJP;Privada;N;N;N;Faculdade;;;;Extinta
2891;FACULDADE BARÃO DE PIRATININGA - AES;AES;Privada;N;N;N;Faculdade;;;;Extinta
5024;ESCOLA AGROTÉCNICA FEDERAL DE SERTÃO - EAFS;EAFS;Pública;N;N;N;Faculdade;;;;Extinta
15502;Faculdade de Tecnologia SENAI Suiço-Brasileira Paulo Ernesto Tolle;;Privada;N;N;N;Faculdade;;;;Extinta
1919;FACULDADE DE CIÊNCIAS EXATAS E TECNOLÓGICAS SANTO AGOSTINHO - FACET - FACET;FACET;Privada;N;N;N;Faculdade;;;;Extinta
3470;FACULDADE EDUCAÇÃO FÍSICA DE PASSOS - FADEF;FADEF;Pública;N;N;N;Faculdade;;;;Extinta
22226;Faculdade de Ciências Jurídicas de Paragominas;;Privada;N;N;N;Faculdade;;;;Extinta
1280;Faculdade Estácio Cotia - Estácio FAAC;Estácio FAAC;Privada;N;N;N;Faculdade;;;;Extinta
4071;ESCOLA AGROTÉCNICA FEDERAL DE INCONFIDENTES - EAFI;EAFI;Pública;N;N;N;Faculdade;;;;Extinta
22151;Faculdade de Ciências Jurídicas de Rio Branco;;Privada;N;N;N;Faculdade;;;;Extinta
777;FACULDADE DE EDUCAÇÃO THEREZA PORTO MARQUES - FAETEC;FAETEC;Privada;N;N;N;Faculdade;;;;Extinta
1715;FACULDADE DO SUL DA BAHIA - FASB;FASB;Privada;N;N;N;Faculdade;;;;Extinta
19345;FACULDADE UNINABUCO NATAL;;Privada;N;N;N;Faculdade;;;;Extinta
21676;Faculdade Avantis de Itapema - Avantis;Avantis;Privada;N;N;N;Faculdade;;;;Extinta
1858;Faculdade Dom Pedro II de Jequié - DP II;DP II;Privada;N;N;N;Faculdade;;;;Extinta
5581;Faculdade de Tecnologia de São José dos Campos - Jessen Vidal;;Pública;N;N;N;Faculdade;;;;Extinta
15448;Centro Universitário Presidente Antônio Carlos  Juiz de Fora - UNIPAC;UNIPAC;Privada;N;N;N;Centro Universitário;;;;Extinta
4360;ESCOLA AGROTÉCNICA FEDERAL DE MACHADO - EAFM;EAFM;Pública;N;N;N;Faculdade;;;;Extinta
1150;Faculdade de Tecnologia Senai Theobaldo de Nigris - SP SENAI;SP SENAI;Privada;N;N;N;Faculdade;;;;Extinta
24708;INSTITUTO PAV - PAV;PAV;Privada;N;N;N;Instituição Especialmente Credenciada para oferta de cursos lato sensu;;;;Ativa
1772;Centro Universitário Fanor Wyden - UniFanor Wyden;UniFanor Wyden;Privada;N;N;N;Centro Universitário;;;;Ativa
459;FACULDADE RENASCENÇA - FACRENA;FACRENA;Privada;N;N;N;Faculdade;;;;Extinta
22136;Faculdade de Ciências Jurídicas de Itabira;;Privada;N;N;N;Faculdade;;;;Extinta
28986;Faculdade de Tecnologia de Barretos - FATEC-BAT;FATEC-BAT;Pública;N;N;N;Faculdade;;;;Ativa
17542;Faculdade Doctum de Guarapari - DOCTUM;DOCTUM;Privada;N;N;N;Faculdade;;;;Extinta
1139;FACULDADE DE ESTUDOS ADMINISTRATIVOS DE MINAS GERAIS - FEAD-MG - FEAD - MG;FEAD - MG;Privada;N;N;N;Faculdade;;;;Extinta
1518;FACULDADE ANHANGUERA DE TAGUATINGA;;Privada;N;N;N;Faculdade;;;;Extinta
3158;INSTITUTO SUPERIOR DE EDUCAÇÃO ANGLO-AMERICANO - ISEAAFI;ISEAAFI;Privada;N;N;N;Faculdade;;;;Extinta
3490;FACULDADE DE ENGENHARIA ELÉTRICA DE CONSELHEIRO LAFAIETE - FACEC;FACEC;Privada;N;N;N;Faculdade;;;;Extinta
4146;FACULDADE DE CIÊNCIAS JURÍDICAS DE ALAGOAS - FCJAL;FCJAL;Privada;N;N;N;Faculdade;;;;Extinta
19476;EMGE - ESCOLA DE ENGENHARIA;;Privada;N;N;N;Faculdade;;;;Extinta
2231;FACULDADE DE COMUNICAÇÃO SOCIAL JK - FACULDADE JK;FACULDADE JK;Privada;N;N;N;Faculdade;;;;Extinta
2230;FACULDADE DE ADMINISTRAÇÃO JK - FACULDADE JK;FACULDADE JK;Privada;N;N;N;Faculdade;;;;Extinta
46;FACULDADE ESTADUAL DE CIÊNCIAS ECONÔMICAS DE APUCARANA - FECEA;FECEA;Pública;N;N;N;Faculdade;;;;Extinta
4787;ESCOLA AGROTÉCNICA FEDERAL DE SÃO JOÃO EVANGELISTA - EAFSJE-MG;EAFSJE-MG;Pública;N;N;N;Faculdade;;;;Extinta
14005;INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS DE ABAETÉ - ISAB;ISAB;Pública;N;N;N;Faculdade;;;;Extinta
9739;Faculdade de Tecnologia de Campinas;;Pública;N;N;N;Faculdade;;;;Extinta
1681;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS IBMEC - FACULDADES IBMEC;FACULDADES IBMEC;Privada;N;N;N;Faculdade;;;;Extinta
1759;Gran Centro Universitário - GRAN;GRAN;Privada;N;N;N;Centro Universitário;;;;Ativa
687;FACULDADE ESTADUAL DE FILOSOFIA CIÊNCIAS LETRAS UNIÃO DA VITÓRIA - FAFIUV;FAFIUV;Pública;N;N;N;Faculdade;;;;Extinta
1201;FACULDADE DE ADMINISTRAÇÃO MILTON CAMPOS - FAMC;FAMC;Privada;N;N;N;Faculdade;;;;Extinta
14163;Faculdade de Educação e Estudos Sociais de Governador Valadares - FUNEES G. Valadares;FUNEES G. Valadares;Privada;N;N;N;Faculdade;;;;Extinta
891;FACULDADE  PITÁGORAS;;Privada;N;N;N;Faculdade;;;;Extinta
2828;FACULDADE ITABIRANA DE SAÚDE - FISA;FISA;Privada;N;N;N;Faculdade;;;;Extinta
800;FACULDADE DE EDUCAÇÃO FÍSICA MONTENEGRO - FAEFM;FAEFM;Privada;N;N;N;Faculdade;;;;Extinta
22227;Faculdade de Ciências Jurídicas de Alagoinhas;;Privada;N;N;N;Faculdade;;;;Extinta
2245;FACULDADE DO ESPÍRITO SANTO - FACES;FACES;Privada;N;N;N;Faculdade;;;;Extinta
2030;INSTITUTO SUPERIOR DE EDUCAÇÃO CAMPO LIMPO PAULISTA - ISECAMP;ISECAMP;Privada;N;N;N;Faculdade;;;;Extinta
2988;INSTITUTO SUPERIOR DE EDUCAÇÃO FÊNIX DE BAURU - FÊNIX;FÊNIX;Privada;N;N;N;Instituto Superior ou Escola Superior;;;;Extinta
1901;FACULDADE CATÓLICA DE UBERLÂNDIA - FCU;FCU;Privada;N;S;N;Faculdade;;;;Extinta
3687;FACULDADES INTEGRADAS DE JACAREÍ - FIJ;FIJ;Privada;N;N;N;Faculdades Integradas;;;;Extinta
4359;ESCOLA AGROTÉCNICA FEDERAL DE SATUBA - EAFSATUBA;EAFSATUBA;Pública;N;N;N;Faculdade;;;;Extinta
2277;INSTITUTO SUPERIOR DE EDUCAÇÃO CENECISTA DE UNAÍ - ISEC;ISEC;Privada;N;N;N;Faculdade;;;;Extinta
3838;FACULDADE ESTÁCIO DE JOÃO PESSOA - ESTÁCIO DE JOÃO PESSOA;;Privada;N;N;N;Faculdade;;;;Extinta
723;FACULDADE DE ADMINISTRAÇÃO DE ASSIS - FAA;FAA;Privada;N;N;N;Faculdade;;;;Extinta
1226;INSTITUTO DE ENSINO SUPERIOR DO ACRE - IESACRE;IESACRE;Privada;N;N;N;Faculdade;;;;Extinta
5317;FACULDADE PORTO-ALEGRENSE - FAPA;FAPA;Privada;N;N;N;Faculdade;;;;Extinta
6407;Faculdade de Tecnologia de Botucatu;;Pública;N;N;N;Centro Universitário;;;;Extinta
19407;FACULDADES INTEGRADAS CESUMAR DE GUARAPUAVA - CESUMAR;CESUMAR;Privada;N;N;N;Faculdade;;;;Extinta
16194;Faculdade Gran Tietê - FGT;FGT;Privada;N;N;N;Faculdade;;;;Ativa
4819;FACULDADE DE TECNOLOGIA SENAI MARIANO FERRAZ;;Privada;N;N;N;Faculdade;;;;Extinta
2730;FACULDADE UNIDA DA PARAÍBA - UNPB;UNPB;Privada;N;N;N;Faculdade;;;;Extinta
5235;Universidade Estadual de Feira de Santana;;Pública;N;N;N;Universidade;;;;Extinta
976;FACULDADES INTEGRADAS DE PONTA PORÃ - FIP;FIP;Privada;N;N;N;Faculdade;;;;Extinta
1630;FACULDADE ITABIRANA DE DESENVOLVIMENTO DAS CIÊNCIAS E TECNOLOGIAS - FATEC;FATEC;Privada;N;N;N;Faculdade;;;;Extinta
5683;FACULDADE DE TECNOLOGIA DA ZONA LESTE;;Pública;N;N;N;Faculdade de Tecnologia;;;;Extinta
9578;Faculdade de Tecnologia de Cotia;;Pública;N;N;N;Faculdade;;;;Extinta
462;FACULDADE DE ENGENHARIA DA FUNDAÇÃO ARMANDO ALVARES PENTEADO - FEFAAP;FEFAAP;Privada;N;N;N;Faculdade;;;;Extinta
21487;FACULDADE DE INOVAÇÃO TECNOLÓGICA DE CAMPO GRANDE;;Privada;N;N;N;Faculdade;;;;Extinta
2181;INSTITUTO SUPERIOR DE EDUCAÇÃO CENECISTA DE CAPIVARI - ISECC;ISECC;Privada;N;N;N;Faculdade;;;;Extinta
22229;Faculdade de Ciências Jurídicas de Itapeva;;Privada;N;N;N;Faculdade;;;;Extinta
181;FACULDADE DE ODONTOLOGIA DE CARUARU - FOC;FOC;Privada;N;N;N;Faculdade;;;;Extinta
25458;FACULDADE IEPG - IEPG;IEPG;Privada;N;N;N;Faculdade;;;;Ativa
7977;Faculdade de Tecnologia de Itaquera;;Pública;N;N;N;Faculdade de Tecnologia;;;;Extinta
3176;INSTITUTO SUPERIOR DE EDUCAÇÃO EQUIPE - ISEE;ISEE;Privada;N;N;N;Faculdade;;;;Extinta
22228;Faculdade de Ciências Jurídicas de Catanduva;;Privada;N;N;N;Faculdade;;;;Extinta
3117;FACULDADE DE SAÚDE E DESENVOLVIMENTO HUMANO SANTO AGOSTINHO - FS;FS;Privada;N;N;N;Faculdade;;;;Extinta
19208;FACULDADE CAPIXABA DE CARIACICA - MULTIVIX CARIAC;MULTIVIX CARIAC;Privada;N;N;N;Faculdade;;;;Extinta
14191;Faculdade Presidente Antônio Carlos de Teófilo Otoni - FUCJ T. Otoni;FUCJ T. Otoni;Privada;N;N;N;Faculdade;;;;Extinta
26467;Hospital Central do Exército - HCE;HCE;Pública;N;N;N;Instituição Especialmente Credenciada para oferta de cursos lato sensu;;;;Ativa
5665;FACULDADE CAPIXABA DE NOVA VENÉCIA;;Privada;N;N;N;Faculdade;;;;Extinta
1706;FACULDADE DE INFORMÁTICA DO RECIFE - FACIR;FACIR;Privada;N;N;N;Faculdade;;;;Extinta
3784;INSTITUTO DE ENSINO SUPERIOR DO RIO GRANDE DO NORTE - IESRN;IESRN;Privada;N;N;N;Faculdade;;;;Extinta
3479;INSTITUTO SUPERIOR DE EDUCAÇÃO NOSSA SENHORA DE SION - ISE- SION;ISE- SION;Pública;N;N;N;Faculdade;;;;Extinta
22152;Faculdade de Ciências Jurídicas de Santo Antônio de Jesus;;Privada;N;N;N;Faculdade;;;;Extinta
1795;FACULDADES INTEGRADAS DO VALE DO IGUAÇU;;Privada;N;N;N;Faculdade;;;;Extinta
25123;Faculdade Vale do Iguaçu Canoinhas;;Privada;N;N;N;Faculdade;;;;Ativa
18093;Faculdade Brasil Inteligente;;Privada;N;N;N;Faculdade;;;;Extinta
4703;CENTRO UNIVERSITÁRIO DE FRANCA;;Pública;N;N;N;Centro Universitário;;;;Extinta
6082;CENTRO UNIVERSITÁRIO MUNICIPAL DE SÃO JOSÉ;;Pública;N;N;N;Centro Universitário;;;;Extinta
215;UNIVERSIDADE DO GRANDE ABC - UNIABC;UNIABC;Privada;N;N;N;Universidade;;;;Extinta
2362;FACULDADE DE CIÊNCIAS MÉDICAS DE CAMPINA GRANDE - FCM;FCM;Privada;N;N;N;Faculdade;;;;Extinta
1089;CENTRO DE EDUCAÇÃO SUPERIOR - ÚNICA - UNICA;UNICA;Privada;N;N;N;Faculdade;;;;Extinta
3471;FACULDADE DE MODA DE PASSOS - FAMOPA;FAMOPA;Pública;N;N;N;Faculdade;;;;Extinta
2476;FACULDADE FÊNIX DE BAURU - FÊNIX;FÊNIX;Privada;N;N;N;Faculdade;;;;Extinta
21614;Faculdade Politécnica de Londrina - POLITÉCNICA;POLITÉCNICA;Privada;N;N;N;Faculdade;;;;Extinta
10478;Faculdade de Tecnologia de Santana de Parnaíba;;Pública;N;N;N;Faculdade de Tecnologia;;;;Extinta
3155;FACULDADE DE TECNOLOGIA SENAI JARAGUÁ DO SUL - FATEC;FATEC;Privada;N;N;N;Faculdade;;;;Extinta
5032;UNIVERSIDADE ALTO VALE DO RIO DO PEIXE;;Privada;N;N;N;Universidade;;;;Extinta
14134;Faculdade Presidente Antônio Carlos de Abre Campo - FUNEES Abre Campo;FUNEES Abre Campo;Privada;N;N;N;Faculdade;;;;Extinta
3477;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS NOSSA SENHORA DE SION - FAFI/SION;FAFI/SION;Pública;N;N;N;Faculdade;;;;Extinta
1798;FACULDADE EDUCACIONAL DE CORNÉLIO PROCÓPIO - FACED;FACED;Privada;N;N;N;Faculdade;;;;Extinta
421;FACULDADE ESTADUAL DE CIÊNCIAS E LETRAS DE CAMPO MOURÃO - FECILCAM;FECILCAM;Pública;N;N;N;Faculdade;;;;Extinta
1505;FACULDADE DE MEDICINA VETERINÁRIA E ZOOTECNIA - FAMED;FAMED;Privada;N;N;N;Faculdade;;;;Extinta
24647;Instituto de Assistência Médica ao Serviço Público Estadual - IAMSPE;IAMSPE;Pública;N;N;N;Instituição Especialmente Credenciada para oferta de cursos lato sensu;;;;Ativa
19737;FACULDADE RENOVAÇÃO DE GUARAPUAVA - RENOVAÇÃO;RENOVAÇÃO;Privada;N;N;N;Faculdade;;;;Extinta
1181;FACULDADE BRASÍLIA DE SÃO PAULO - FABRASP;FABRASP;Privada;N;N;N;Faculdade;;;;Extinta
24522;Instituto Nacional de Cardiologia - INC;INC;Pública;N;N;N;Instituição Especialmente Credenciada para oferta de cursos lato sensu;;;;Ativa
22140;Faculdade de Ciências Jurídicas de Uruguaiana;;Privada;N;N;N;Faculdade;;;;Extinta
2407;FACULDADES INTEGRADAS FACVEST - FACVEST;FACVEST;Privada;N;N;N;Faculdade;;;;Extinta
22127;Faculdade de Ciências Jurídicas de Jequié;;Privada;N;N;N;Faculdade;;;;Extinta
12005;FACULDADE DE TECNOLOGIA INED - UNIDADE VENDA NOVA;;Privada;N;N;N;Faculdade;;;;Extinta
758;FACULDADE BRASILEIRA DE RECURSOS HUMANOS - FBRH;FBRH;Privada;N;N;N;Faculdade;;;;Extinta
26489;Escola de Magistratura do Estado do Rio de Janeiro - EMERJ;EMERJ;Pública;N;N;N;Escola de Governo;;;;Ativa
15777;FACULDADE SUDOESTE PAULISTA-ITAPETININGA - FSP;FSP;Privada;N;N;N;Faculdade;;;;Extinta
13993;CENTRO UNIVERSITÁRIO DE PATOS DE MINAS - UNIPAM;UNIPAM;Privada;N;N;N;Centro Universitário;;;;Extinta
2504;FACULDADE DIVINÓPOLIS - FACED;FACED;Privada;N;N;N;Faculdade;;;;Extinta
2630;INSTITUTO SUPERIOR DE EDUCAÇÃO DO VALE DO JURUENA - AJES;AJES;Privada;N;N;N;Faculdade;;;;Extinta
5306;INSTITUTO SUPERIOR DE CIÊNCIAS AGRÁRIAS;;Privada;N;N;N;Faculdade;;;;Extinta
3776;INSTITUTO DE ENSINO SUPERIOR DE MATO GROSSO - IESMT;IESMT;Privada;N;N;N;Faculdade;;;;Extinta
1052;FACULDADE ADVENTISTA DE ADMINISTRAÇÃO DO NORDESTE - FAAD;FAAD;Privada;N;N;N;Faculdade;;;;Extinta
722;ESCOLA DE EDUCAÇÃO FÍSICA DE ASSIS - EEFA;EEFA;Privada;N;N;N;Faculdade;;;;Extinta
